label,recording_id,frame_idx,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
Question,20260726_153631_967707,0,0.2549580931663513,0.8286761045455933,1.3686452859928977e-07,0.3125855028629303,0.7871947884559631,0.011094227433204651,0.38399770855903625,0.7879128456115723,0.004329632967710495,0.43746691942214966,0.8081871271133423,-0.0053292796947062016,0.47413963079452515,0.8261547684669495,-0.013693025335669518,0.4109346866607666,0.732659637928009,-0.0225520022213459,0.48856478929519653,0.7113632559776306,-0.04642166569828987,0.5273920893669128,0.7351702451705933,-0.05944507196545601,0.5500548481941223,0.7619741559028625,-0.06508918851613998,0.39697909355163574,0.7597651481628418,-0.040287744253873825,0.4666202664375305,0.8337031602859497,-0.06860435009002686,0.44565093517303467,0.8484349846839905,-0.07035171240568161,0.41799718141555786,0.8353768587112427,-0.0642126202583313,0.37720566987991333,0.7990509271621704,-0.055985577404499054,0.42996102571487427,0.8821574449539185,-0.07417511194944382,0.4063730239868164,0.8840891122817993,-0.05906762555241585,0.3865622878074646,0.8657032251358032,-0.04369662329554558,0.3567540645599365,0.8408334255218506,-0.0706295445561409,0.39795544743537903,0.9024423956871033,-0.07254672795534134,0.3778003454208374,0.9007081389427185,-0.0530373677611351,0.36070939898490906,0.8842043280601501,-0.03678686544299126
Question,20260726_153631_967707,1,0.2505680322647095,0.8312487006187439,6.801389673682934e-08,0.3095085620880127,0.78949373960495,0.011479559354484081,0.38022321462631226,0.7797352075576782,0.0042404429987072945,0.42686668038368225,0.8003853559494019,-0.008431828580796719,0.4569193720817566,0.826543390750885,-0.020651839673519135,0.4127029478549957,0.7312667369842529,-0.013637254014611244,0.48789283633232117,0.7081857919692993,-0.03435485437512398,0.528129518032074,0.7310823798179626,-0.046388912945985794,0.5522325038909912,0.7570792436599731,-0.052762556821107864,0.3984244763851166,0.7582016587257385,-0.03248485177755356,0.4665999412536621,0.8345764875411987,-0.05569245293736458,0.4422445595264435,0.8493926525115967,-0.05749114602804184,0.41826507449150085,0.8328813314437866,-0.0549171008169651,0.37884271144866943,0.7981677651405334,-0.050125665962696075,0.43039873242378235,0.884272575378418,-0.06208570674061775,0.40612471103668213,0.884946882724762,-0.04900527372956276,0.38840797543525696,0.8622452616691589,-0.039013516157865524,0.35649898648262024,0.841564953327179,-0.06771646440029144,0.39709943532943726,0.9043128490447998,-0.06420060247182846,0.3771521747112274,0.9046523571014404,-0.04612094908952713,0.36151036620140076,0.8838098645210266,-0.03300420567393303
Question,20260726_153631_967707,2,0.2480437010526657,0.8274064660072327,4.4340467297843134e-08,0.30489420890808105,0.7760480046272278,0.022893592715263367,0.37096208333969116,0.7616701126098633,0.016981026157736778,0.41827651858329773,0.7845594882965088,0.0037862141616642475,0.4451112151145935,0.8176860213279724,-0.009794213809072971,0.4066976308822632,0.7098753452301025,-0.013533186167478561,0.482708215713501,0.6851153373718262,-0.03346835821866989,0.5239121913909912,0.7178060412406921,-0.0434950552880764,0.5442219972610474,0.7539230585098267,-0.04772108420729637,0.3947793245315552,0.7383529543876648,-0.03704628720879555,0.4673069715499878,0.8168451189994812,-0.05718540772795677,0.4423435926437378,0.8390957713127136,-0.05457871034741402,0.4154227077960968,0.826905369758606,-0.04906991124153137,0.37742456793785095,0.7823567390441895,-0.05802016705274582,0.4307066798210144,0.8695993423461914,-0.06635470688343048,0.405240923166275,0.8730896711349487,-0.05118569731712341,0.384682834148407,0.8523004651069641,-0.04037165641784668,0.357801616191864,0.8304141163825989,-0.07773363590240479,0.3976691663265228,0.8921793103218079,-0.0700998604297638,0.3761516213417053,0.8921142220497131,-0.05023326724767685,0.35914620757102966,0.8718056082725525,-0.0363483689725399
Question,20260726_153631_967707,3,0.2479165941476822,0.8279104232788086,3.363981804227478e-08,0.3089168667793274,0.7809921503067017,0.019885484129190445,0.374874085187912,0.766465425491333,0.012190072797238827,0.4208718538284302,0.7843233346939087,-0.0025415888521820307,0.44771093130111694,0.8091326355934143,-0.017495963722467422,0.40845221281051636,0.711996853351593,-0.017646806314587593,0.4802778959274292,0.688030481338501,-0.041676051914691925,0.5190929770469666,0.7189055681228638,-0.0559425875544548,0.538952112197876,0.752942681312561,-0.06280145794153214,0.3919910788536072,0.7396185994148254,-0.04061258211731911,0.4628135859966278,0.8222226500511169,-0.06274599581956863,0.4396953880786896,0.8394712209701538,-0.06206963211297989,0.41375672817230225,0.8215164542198181,-0.058468613773584366,0.3705943524837494,0.780866801738739,-0.06134207919239998,0.42449548840522766,0.8741573691368103,-0.07243288308382034,0.3998052775859833,0.874869704246521,-0.05876779556274414,0.3796841502189636,0.851405143737793,-0.048785313963890076,0.34807559847831726,0.825775146484375,-0.0810842514038086,0.38971978425979614,0.8951827883720398,-0.07571327686309814,0.36927172541618347,0.8948922753334045,-0.05619572103023529,0.3515765368938446,0.8735129833221436,-0.042213521897792816
Question,20260726_153631_967707,4,0.24782872200012207,0.8267592191696167,5.4921841297073115e-08,0.30782073736190796,0.7786396145820618,0.019442260265350342,0.37359753251075745,0.7634625434875488,0.011869248934090137,0.41955241560935974,0.7807581424713135,-0.0025463614147156477,0.4476568102836609,0.8052778244018555,-0.0171870868653059,0.4075593948364258,0.7118034362792969,-0.017675284296274185,0.47979503870010376,0.6895992755889893,-0.041399553418159485,0.5194596648216248,0.7196962237358093,-0.05522995814681053,0.5395376086235046,0.7529679536819458,-0.06172323599457741,0.391588032245636,0.7400411367416382,-0.04015608876943588,0.4637364149093628,0.8226444125175476,-0.062076061964035034,0.4409351944923401,0.8397597074508667,-0.06138991564512253,0.41463199257850647,0.8219732642173767,-0.057603053748607635,0.37064462900161743,0.7818048596382141,-0.06039949133992195,0.42494603991508484,0.873418927192688,-0.07126808166503906,0.40021198987960815,0.8739935755729675,-0.05789690837264061,0.37984544038772583,0.8506217002868652,-0.04800824820995331,0.34857669472694397,0.8270060420036316,-0.079632468521595,0.3892775774002075,0.8948450684547424,-0.07416148483753204,0.36883628368377686,0.8947175741195679,-0.05501379817724228,0.3514867424964905,0.8734623193740845,-0.04123391956090927
Question,20260726_153631_967707,5,0.24630682170391083,0.8270451426506042,6.1201368417584945e-09,0.30531570315361023,0.7781012058258057,0.01749671995639801,0.37247151136398315,0.764962375164032,0.011102370917797089,0.4187193214893341,0.7862275838851929,-0.0016950356075540185,0.4485199749469757,0.8153506517410278,-0.014561730436980724,0.40558287501335144,0.7211799025535583,-0.015957575291395187,0.4766037166118622,0.6948291659355164,-0.037480007857084274,0.5140920281410217,0.721120297908783,-0.04935572296380997,0.5326124429702759,0.75221848487854,-0.05457505211234093,0.39119434356689453,0.7515465617179871,-0.03688225522637367,0.4624667167663574,0.8300542831420898,-0.0571751743555069,0.43957796692848206,0.8473814129829407,-0.056014131754636765,0.41380196809768677,0.8315900564193726,-0.052056752145290375,0.3711565434932709,0.7945162057876587,-0.05583789199590683,0.4250924587249756,0.882036566734314,-0.0664195865392685,0.4002947509288788,0.8824785351753235,-0.05352639779448509,0.3800245225429535,0.8602215051651001,-0.04387466236948967,0.34905052185058594,0.839798092842102,-0.0738794207572937,0.3920065462589264,0.9052844047546387,-0.06859759986400604,0.37182343006134033,0.9040025472640991,-0.04985871538519859,0.3534500300884247,0.8826385736465454,-0.036400411278009415
Question,20260726_153631_967707,6,0.24668800830841064,0.8288966417312622,2.8138751773099102e-08,0.3066341280937195,0.7829271554946899,0.018421513959765434,0.3726222515106201,0.7712738513946533,0.012187966145575047,0.4178153872489929,0.7924301624298096,-0.00040646360139362514,0.4449242055416107,0.8185616731643677,-0.013133348897099495,0.40565457940101624,0.7252208590507507,-0.016312608495354652,0.47696638107299805,0.7066417932510376,-0.04025682061910629,0.5176366567611694,0.7345823049545288,-0.054881177842617035,0.5388437509536743,0.7658464908599854,-0.06168541684746742,0.39092880487442017,0.7546421885490417,-0.037335947155952454,0.46024030447006226,0.8339929580688477,-0.0591585598886013,0.4373660981655121,0.8496317863464355,-0.05885715037584305,0.41214269399642944,0.8324958086013794,-0.05515681579709053,0.37127184867858887,0.79733806848526,-0.056408241391181946,0.42619702219963074,0.8827382922172546,-0.06862431764602661,0.4018765687942505,0.881600558757782,-0.05587301403284073,0.38136714696884155,0.8581925630569458,-0.04563594609498978,0.34989282488822937,0.8434297442436218,-0.0743722915649414,0.39498165249824524,0.9060243368148804,-0.06995349377393723,0.37587058544158936,0.9025877714157104,-0.05106915161013603,0.3570767045021057,0.8793371915817261,-0.037188950926065445
Question,20260726_153631_967707,7,0.24703842401504517,0.8298991322517395,3.357081723720512e-08,0.3062923550605774,0.7830501794815063,0.021997012197971344,0.37134742736816406,0.7708841562271118,0.015762221068143845,0.41701340675354004,0.7909220457077026,0.0027018727269023657,0.4448320269584656,0.8163154125213623,-0.010926000773906708,0.40510860085487366,0.7269060015678406,-0.017595484852790833,0.4765678346157074,0.7074745297431946,-0.04150896146893501,0.5196828246116638,0.7326600551605225,-0.05533112585544586,0.5437632203102112,0.7617724537849426,-0.061567213386297226,0.3914051651954651,0.7547327280044556,-0.04017684981226921,0.46013113856315613,0.8363764882087708,-0.06066663935780525,0.4370473325252533,0.8537324666976929,-0.0579647570848465,0.4121517539024353,0.8376752734184265,-0.053010184317827225,0.37201979756355286,0.7968546152114868,-0.06033368036150932,0.42580074071884155,0.8835363388061523,-0.07141194492578506,0.40182560682296753,0.8835724592208862,-0.057023804634809494,0.38161367177963257,0.8610023856163025,-0.04629623889923096,0.3510759472846985,0.8425215482711792,-0.07898741215467453,0.39407411217689514,0.9059907793998718,-0.07359089702367783,0.37412315607070923,0.9030818939208984,-0.05378039926290512,0.35544103384017944,0.879724383354187,-0.039673756808042526
Question,20260726_153631_967707,8,0.24392493069171906,0.835648238658905,2.6933092200920328e-08,0.3028920292854309,0.787565290927887,0.025071734562516212,0.3680890202522278,0.7764568328857422,0.019020790234208107,0.41441580653190613,0.7961660623550415,0.005595082882791758,0.44358158111572266,0.8207552433013916,-0.008484235033392906,0.4031786322593689,0.7279237508773804,-0.01668885163962841,0.47451937198638916,0.7074710726737976,-0.03981832414865494,0.5189639329910278,0.7323192358016968,-0.05285152792930603,0.5434229373931885,0.7616473436355591,-0.05846527963876724,0.39002135396003723,0.7552434206008911,-0.04073110967874527,0.4575544595718384,0.8363462686538696,-0.05910222604870796,0.4349021911621094,0.8549808263778687,-0.05453800410032272,0.4097011387348175,0.8406178951263428,-0.04899674654006958,0.3701561987400055,0.7967514991760254,-0.0621015839278698,0.42472556233406067,0.8840893507003784,-0.0716906264424324,0.4005747437477112,0.8855292201042175,-0.05588459223508835,0.3795715868473053,0.8644201159477234,-0.04495498165488243,0.3484978973865509,0.8421661257743835,-0.0817100778222084,0.39161738753318787,0.9070671796798706,-0.07509568333625793,0.37166136503219604,0.9052585959434509,-0.054260674864053726,0.35252195596694946,0.8829787373542786,-0.039920106530189514
Question,20260726_153631_967707,9,0.24095383286476135,0.8334780335426331,3.582080054798098e-08,0.29887470602989197,0.7844741940498352,0.021004771813750267,0.36576855182647705,0.7706387042999268,0.015231437981128693,0.41325220465660095,0.7905913591384888,0.002816583262756467,0.443780779838562,0.818122386932373,-0.010006685741245747,0.40106022357940674,0.725746750831604,-0.015550960786640644,0.47289082407951355,0.7037137746810913,-0.03919074311852455,0.5153012871742249,0.7303030490875244,-0.0535232238471508,0.5382981896400452,0.7610554099082947,-0.0602114237844944,0.38740646839141846,0.7544001936912537,-0.037666767835617065,0.4576777219772339,0.8354559540748596,-0.058604877442121506,0.4349156320095062,0.8550743460655212,-0.05702793970704079,0.40837377309799194,0.8405694961547852,-0.05271114781498909,0.36791276931762695,0.7964437007904053,-0.05758941173553467,0.4241970479488373,0.883857011795044,-0.06864818930625916,0.39991846680641174,0.8869616985321045,-0.05458366498351097,0.3787109851837158,0.8659542798995972,-0.04409928619861603,0.3466776907444,0.8418565988540649,-0.07619956135749817,0.3901769816875458,0.9062944650650024,-0.07084449380636215,0.3692251145839691,0.9057987332344055,-0.05116412416100502,0.3503943383693695,0.8835286498069763,-0.03709213808178902
